#mGo	mLSP	Total	Counts	genWeight
1500	1150	5736918	3754	3754.000
1450	550	5736918	3147	3147.000
1350	0	5736918	4390	4390.000
1450	850	5736918	2415	2415.000
1550	0	5736918	4006	4006.000
2000	0	5736918	3359	3359.000
1300	100	5736918	5913	5913.000
950	725	5736918	24682	24682.000
1850	1300	5736918	3368	3368.000
1000	400	5736918	22415	22415.000
1900	1550	5736918	3000	3000.000
1600	650	5736918	3278	3278.000
1700	1400	5736918	2309	2309.000
850	300	5736918	27479	27479.000
900	200	5736918	20511	20511.000
1850	100	5736918	4528	4528.000
1250	450	5736918	9770	9770.000
900	550	5736918	26711	26711.000
950	650	5736918	24582	24582.000
1750	1300	5736918	4028	4028.000
1550	400	5736918	2309	2309.000
700	400	5736918	24779	24779.000
1050	700	5736918	23111	23111.000
1950	600	5736918	2266	2266.000
1400	600	5736918	3422	3422.000
1900	1450	5736918	3910	3910.000
1000	100	5736918	26847	26847.000
2000	300	5736918	2958	2958.000
1350	750	5736918	5114	5114.000
1450	200	5736918	3654	3654.000
1600	0	5736918	3188	3188.000
2000	900	5736918	2511	2511.000
1450	1100	5736918	2476	2476.000
1500	200	5736918	2772	2772.000
700	450	5736918	26906	26906.000
1250	950	5736918	8357	8357.000
1500	1275	5736918	4100	4100.000
1500	800	5736918	2640	2640.000
1500	1100	5736918	2968	2968.000
1950	1350	5736918	2647	2647.000
1950	1050	5736918	3685	3685.000
1150	800	5736918	17756	17756.000
1800	1100	5736918	3094	3094.000
1350	700	5736918	3746	3746.000
1650	1250	5736918	4331	4331.000
1150	925	5736918	18201	18201.000
1100	600	5736918	20566	20566.000
1500	500	5736918	1882	1882.000
1600	1150	5736918	2855	2855.000
1150	550	5736918	15536	15536.000
900	350	5736918	24222	24222.000
1200	550	5736918	10899	10899.000
1250	550	5736918	9228	9228.000
1950	1300	5736918	3260	3260.000
1550	300	5736918	4774	4774.000
1600	400	5736918	3020	3020.000
1950	400	5736918	5024	5024.000
1700	1475	5736918	3815	3815.000
1000	700	5736918	27365	27365.000
1350	1100	5736918	5258	5258.000
1800	1200	5736918	3820	3820.000
1350	200	5736918	3855	3855.000
1700	200	5736918	2916	2916.000
1650	600	5736918	3593	3593.000
1600	500	5736918	3108	3108.000
1200	450	5736918	12622	12622.000
750	525	5736918	24015	24015.000
1700	1100	5736918	2995	2995.000
1750	200	5736918	3305	3305.000
1950	500	5736918	2661	2661.000
1150	900	5736918	15059	15059.000
2000	1400	5736918	2859	2859.000
1050	825	5736918	25214	25214.000
1650	800	5736918	4652	4652.000
950	450	5736918	24085	24085.000
800	500	5736918	23251	23251.000
1850	800	5736918	2410	2410.000
1000	200	5736918	25119	25119.000
1200	975	5736918	12559	12559.000
750	500	5736918	24616	24616.000
1400	800	5736918	3349	3349.000
1450	1225	5736918	2606	2606.000
1400	500	5736918	2924	2924.000
2000	600	5736918	3017	3017.000
1950	0	5736918	3114	3114.000
1550	1150	5736918	4059	4059.000
1900	0	5736918	4010	4010.000
1950	1000	5736918	2592	2592.000
1850	1100	5736918	3698	3698.000
1150	850	5736918	14535	14535.000
1350	850	5736918	3897	3897.000
1950	1550	5736918	2646	2646.000
1750	300	5736918	3518	3518.000
1600	1100	5736918	2570	2570.000
1850	1550	5736918	3103	3103.000
1450	0	5736918	2165	2165.000
1750	1525	5736918	3129	3129.000
1450	900	5736918	3710	3710.000
1900	1100	5736918	3838	3838.000
1450	1200	5736918	3754	3754.000
1100	300	5736918	23427	23427.000
1350	800	5736918	4334	4334.000
1550	1325	5736918	4319	4319.000
1900	100	5736918	2801	2801.000
1850	900	5736918	3136	3136.000
1550	1250	5736918	3771	3771.000
1850	300	5736918	2610	2610.000
1300	400	5736918	5600	5600.000
1500	400	5736918	2107	2107.000
1800	300	5736918	4062	4062.000
1500	700	5736918	3640	3640.000
1550	1050	5736918	3716	3716.000
1750	1000	5736918	3117	3117.000
1650	850	5736918	3396	3396.000
900	450	5736918	25758	25758.000
850	350	5736918	27570	27570.000
1200	300	5736918	11254	11254.000
1600	200	5736918	3475	3475.000
1250	850	5736918	7718	7718.000
1300	450	5736918	7387	7387.000
1250	900	5736918	6994	6994.000
1650	1200	5736918	3618	3618.000
1500	750	5736918	3053	3053.000
1500	650	5736918	2791	2791.000
1400	1150	5736918	3169	3169.000
1400	550	5736918	3476	3476.000
1100	850	5736918	22251	22251.000
1850	1150	5736918	3747	3747.000
650	425	5736918	44179	44179.000
1450	1150	5736918	3286	3286.000
1650	400	5736918	3334	3334.000
950	300	5736918	28970	28970.000
600	100	5736918	75153	75153.000
1750	850	5736918	2662	2662.000
1900	400	5736918	4197	4197.000
1800	1350	5736918	3026	3026.000
1150	300	5736918	14491	14491.000
1400	1100	5736918	2898	2898.000
1650	900	5736918	3667	3667.000
1200	800	5736918	10791	10791.000
700	475	5736918	27953	27953.000
1950	900	5736918	3834	3834.000
1350	1050	5736918	5716	5716.000
1050	300	5736918	26362	26362.000
1750	1150	5736918	3866	3866.000
1300	1050	5736918	6480	6480.000
1750	1450	5736918	3074	3074.000
1600	1350	5736918	3580	3580.000
1600	1300	5736918	4020	4020.000
850	625	5736918	24057	24057.000
1650	1300	5736918	2597	2597.000
950	700	5736918	22741	22741.000
750	400	5736918	24740	24740.000
1200	100	5736918	9096	9096.000
1900	300	5736918	3560	3560.000
1800	1450	5736918	2767	2767.000
1900	500	5736918	2723	2723.000
1700	950	5736918	3403	3403.000
1300	200	5736918	5067	5067.000
2000	1550	5736918	2979	2979.000
900	400	5736918	22503	22503.000
800	450	5736918	23384	23384.000
1650	0	5736918	3087	3087.000
1400	0	5736918	3778	3778.000
1000	450	5736918	25868	25868.000
1600	750	5736918	3897	3897.000
1550	1300	5736918	4952	4952.000
1350	650	5736918	4546	4546.000
1200	950	5736918	9737	9737.000
1400	450	5736918	3785	3785.000
1900	1000	5736918	3467	3467.000
600	350	5736918	73909	73909.000
1100	550	5736918	20120	20120.000
1700	1200	5736918	2666	2666.000
1850	200	5736918	2895	2895.000
1100	100	5736918	20533	20533.000
1300	550	5736918	6668	6668.000
950	550	5736918	24760	24760.000
1750	1200	5736918	3404	3404.000
2000	1150	5736918	4122	4122.000
1250	400	5736918	8094	8094.000
950	600	5736918	23164	23164.000
750	350	5736918	25415	25415.000
1450	650	5736918	3078	3078.000
1500	950	5736918	3181	3181.000
1250	650	5736918	7553	7553.000
1450	750	5736918	3276	3276.000
1000	775	5736918	24925	24925.000
1450	950	5736918	2703	2703.000
900	650	5736918	24421	24421.000
2000	1300	5736918	2782	2782.000
1650	100	5736918	3299	3299.000
1050	450	5736918	23314	23314.000
1550	750	5736918	3756	3756.000
2000	1500	5736918	2948	2948.000
1600	1250	5736918	4971	4971.000
950	500	5736918	23720	23720.000
1300	900	5736918	5909	5909.000
650	400	5736918	38572	38572.000
1900	600	5736918	2275	2275.000
1850	1500	5736918	3607	3607.000
1250	100	5736918	8549	8549.000
850	400	5736918	23828	23828.000
850	550	5736918	25428	25428.000
1300	1000	5736918	6967	6967.000
1700	700	5736918	3063	3063.000
1750	1350	5736918	3997	3997.000
1550	650	5736918	2992	2992.000
1900	1300	5736918	2741	2741.000
600	300	5736918	75611	75611.000
1200	750	5736918	10961	10961.000
1700	400	5736918	4542	4542.000
1000	750	5736918	22861	22861.000
1400	200	5736918	3794	3794.000
1450	300	5736918	3550	3550.000
1450	600	5736918	3609	3609.000
1500	0	5736918	3185	3185.000
800	350	5736918	24105	24105.000
1500	300	5736918	4435	4435.000
1900	200	5736918	4597	4597.000
1700	0	5736918	4326	4326.000
1500	900	5736918	3316	3316.000
1750	600	5736918	2586	2586.000
950	400	5736918	27098	27098.000
1800	1000	5736918	3309	3309.000
1800	100	5736918	3367	3367.000
1700	1300	5736918	2799	2799.000
1900	900	5736918	3172	3172.000
1000	0	5736918	24362	24362.000
1750	400	5736918	3240	3240.000
1950	1500	5736918	2933	2933.000
1200	0	5736918	10557	10557.000
1050	650	5736918	26394	26394.000
1200	600	5736918	12370	12370.000
1700	1050	5736918	2863	2863.000
1750	700	5736918	3627	3627.000
1650	300	5736918	3901	3901.000
1900	800	5736918	2834	2834.000
1700	100	5736918	2881	2881.000
1550	550	5736918	4267	4267.000
800	550	5736918	23564	23564.000
800	400	5736918	24478	24478.000
1800	850	5736918	3101	3101.000
800	100	5736918	27095	27095.000
1850	400	5736918	3487	3487.000
1600	1000	5736918	2140	2140.000
1600	700	5736918	3639	3639.000
1950	1100	5736918	2837	2837.000
1400	1000	5736918	3390	3390.000
1550	1200	5736918	2783	2783.000
1800	1550	5736918	2477	2477.000
1400	400	5736918	2256	2256.000
1950	1250	5736918	3813	3813.000
1950	200	5736918	3474	3474.000
1700	800	5736918	2951	2951.000
1750	1400	5736918	3516	3516.000
2000	1600	5736918	2973	2973.000
1700	1000	5736918	4454	4454.000
1250	800	5736918	9445	9445.000
1200	500	5736918	10270	10270.000
1900	700	5736918	2390	2390.000
1700	1150	5736918	3103	3103.000
1550	950	5736918	3012	3012.000
1300	500	5736918	6466	6466.000
1450	100	5736918	3504	3504.000
1750	500	5736918	3129	3129.000
1450	400	5736918	3476	3476.000
1850	1250	5736918	3723	3723.000
700	200	5736918	25781	25781.000
2000	1200	5736918	3356	3356.000
1000	300	5736918	26235	26235.000
1650	750	5736918	2557	2557.000
1550	1100	5736918	3069	3069.000
1600	1200	5736918	3794	3794.000
1750	1500	5736918	3584	3584.000
1050	600	5736918	23305	23305.000
1750	1250	5736918	2359	2359.000
1200	650	5736918	11316	11316.000
850	450	5736918	22981	22981.000
850	600	5736918	23608	23608.000
1250	350	5736918	8480	8480.000
650	300	5736918	37285	37285.000
1700	300	5736918	3624	3624.000
1650	700	5736918	3726	3726.000
1150	600	5736918	16542	16542.000
700	300	5736918	28752	28752.000
1500	550	5736918	3337	3337.000
1100	0	5736918	22806	22806.000
1700	1350	5736918	2686	2686.000
1550	850	5736918	3399	3399.000
1400	1050	5736918	3032	3032.000
1950	950	5736918	3014	3014.000
1400	750	5736918	3275	3275.000
1100	350	5736918	21957	21957.000
1850	1350	5736918	3264	3264.000
1800	900	5736918	2865	2865.000
700	350	5736918	28099	28099.000
1150	750	5736918	14217	14217.000
1800	0	5736918	3760	3760.000
1250	500	5736918	6382	6382.000
800	300	5736918	25528	25528.000
1700	1250	5736918	3783	3783.000
1000	500	5736918	22200	22200.000
1050	750	5736918	23691	23691.000
1800	1250	5736918	2699	2699.000
1900	1400	5736918	3672	3672.000
1150	700	5736918	17262	17262.000
1800	950	5736918	4628	4628.000
2000	1450	5736918	3721	3721.000
1750	1050	5736918	3692	3692.000
1350	350	5736918	5791	5791.000
1300	650	5736918	5369	5369.000
1100	400	5736918	19937	19937.000
1650	1000	5736918	3379	3379.000
1800	1050	5736918	3266	3266.000
1800	400	5736918	3769	3769.000
750	300	5736918	22146	22146.000
900	300	5736918	24616	24616.000
1350	300	5736918	4742	4742.000
1650	950	5736918	3075	3075.000
1000	650	5736918	24994	24994.000
1800	500	5736918	3300	3300.000
2000	400	5736918	3261	3261.000
1400	1175	5736918	3942	3942.000
700	0	5736918	27748	27748.000
1400	950	5736918	3763	3763.000
1750	0	5736918	2879	2879.000
1350	1000	5736918	5459	5459.000
1550	700	5736918	2744	2744.000
1200	400	5736918	10142	10142.000
1850	1600	5736918	4123	4123.000
1750	950	5736918	2363	2363.000
1850	1000	5736918	2729	2729.000
2000	800	5736918	3061	3061.000
800	575	5736918	22667	22667.000
1850	1450	5736918	3175	3175.000
1100	500	5736918	22332	22332.000
1700	750	5736918	4417	4417.000
1250	0	5736918	8526	8526.000
1250	600	5736918	7189	7189.000
1500	1050	5736918	3511	3511.000
1450	450	5736918	3696	3696.000
1350	550	5736918	4683	4683.000
2000	1250	5736918	3793	3793.000
1300	1075	5736918	6587	6587.000
1550	100	5736918	3071	3071.000
1000	550	5736918	26849	26849.000
1800	600	5736918	3762	3762.000
1700	1450	5736918	2779	2779.000
1900	1600	5736918	2897	2897.000
1800	1500	5736918	2450	2450.000
1550	600	5736918	3161	3161.000
1050	350	5736918	25029	25029.000
1250	750	5736918	8572	8572.000
850	500	5736918	25266	25266.000
600	0	5736918	69909	69909.000
1850	500	5736918	3345	3345.000
1800	1150	5736918	2832	2832.000
1050	800	5736918	25096	25096.000
1850	950	5736918	3371	3371.000
1750	800	5736918	4177	4177.000
1400	700	5736918	3917	3917.000
1200	200	5736918	14063	14063.000
1600	850	5736918	4676	4676.000
1400	100	5736918	2042	2042.000
1350	500	5736918	4721	4721.000
800	0	5736918	22479	22479.000
2000	500	5736918	2762	2762.000
1900	1500	5736918	3178	3178.000
1450	700	5736918	3652	3652.000
1950	1600	5736918	4872	4872.000
1450	1000	5736918	3434	3434.000
1500	100	5736918	2880	2880.000
1300	950	5736918	6495	6495.000
1750	1100	5736918	3933	3933.000
1250	1025	5736918	8811	8811.000
1500	1000	5736918	3186	3186.000
1600	1375	5736918	3170	3170.000
1100	650	5736918	18416	18416.000
1650	650	5736918	2872	2872.000
1100	200	5736918	23237	23237.000
1350	900	5736918	4218	4218.000
1950	1150	5736918	3697	3697.000
1750	900	5736918	3472	3472.000
1400	900	5736918	4350	4350.000
1400	850	5736918	2819	2819.000
1350	100	5736918	4947	4947.000
1750	100	5736918	2574	2574.000
1200	350	5736918	11909	11909.000
1300	0	5736918	6526	6526.000
1950	300	5736918	3321	3321.000
1950	1200	5736918	2978	2978.000
1800	700	5736918	2447	2447.000
1650	200	5736918	3660	3660.000
900	0	5736918	24203	24203.000
900	100	5736918	25372	25372.000
1650	1100	5736918	2987	2987.000
1250	1000	5736918	7673	7673.000
2000	1000	5736918	3353	3353.000
1850	1200	5736918	2776	2776.000
1700	500	5736918	2965	2965.000
1100	700	5736918	19614	19614.000
650	350	5736918	42158	42158.000
1100	750	5736918	24046	24046.000
1850	0	5736918	4487	4487.000
2000	100	5736918	4017	4017.000
1650	1050	5736918	3816	3816.000
1900	950	5736918	4086	4086.000
1000	350	5736918	25028	25028.000
1800	1575	5736918	3856	3856.000
1400	300	5736918	4090	4090.000
#mGo	mLSP	Total	Counts	genWeight
1800	200	6717208	3440	3440.000
600	200	6717208	81320	81320.000
1950	800	6717208	4326	4326.000
1850	1400	6717208	2861	2861.000
1150	450	6717208	19952	19952.000
1300	700	6717208	6567	6567.000
1250	300	6717208	11355	11355.000
600	375	6717208	74564	74564.000
1600	100	6717208	3947	3947.000
1050	400	6717208	30486	30486.000
2000	700	6717208	3688	3688.000
1200	850	6717208	13492	13492.000
1950	1450	6717208	3813	3813.000
1150	400	6717208	17967	17967.000
1450	800	6717208	2650	2650.000
2000	1100	6717208	3260	3260.000
1300	750	6717208	6980	6980.000
1350	1125	6717208	5470	5470.000
1850	850	6717208	3849	3849.000
1800	1300	6717208	3959	3959.000
1100	800	6717208	27180	27180.000
1900	1050	6717208	4735	4735.000
1850	700	6717208	4604	4604.000
1300	800	6717208	6431	6431.000
900	675	6717208	28603	28603.000
1650	1150	6717208	3099	3099.000
1950	1400	6717208	3513	3513.000
1500	600	6717208	3460	3460.000
1600	950	6717208	3310	3310.000
1500	1200	6717208	3262	3262.000
1700	850	6717208	4407	4407.000
950	350	6717208	27868	27868.000
2000	200	6717208	3562	3562.000
1650	1350	6717208	4263	4263.000
1100	875	6717208	29276	29276.000
900	600	6717208	28687	28687.000
1300	850	6717208	7640	7640.000
1050	550	6717208	29477	29477.000
1350	600	6717208	6992	6992.000
2000	1350	6717208	3653	3653.000
700	100	6717208	29535	29535.000
1550	900	6717208	3780	3780.000
1150	350	6717208	16553	16553.000
1500	1250	6717208	3228	3228.000
1400	650	6717208	3751	3751.000
1100	450	6717208	24087	24087.000
1800	800	6717208	3802	3802.000
1550	1000	6717208	3844	3844.000
1150	650	6717208	20099	20099.000
1450	1050	6717208	3685	3685.000
1950	100	6717208	3118	3118.000
800	200	6717208	27822	27822.000
1550	200	6717208	3127	3127.000
1300	300	6717208	7717	7717.000
1700	900	6717208	3728	3728.000
1900	1350	6717208	4467	4467.000
1200	700	6717208	14271	14271.000
1350	950	6717208	5921	5921.000
1600	1050	6717208	2693	2693.000
1200	900	6717208	12412	12412.000
1300	350	6717208	7749	7749.000
1600	300	6717208	3952	3952.000
1550	800	6717208	4048	4048.000
1600	900	6717208	3787	3787.000
1650	500	6717208	3177	3177.000
900	500	6717208	26193	26193.000
1600	600	6717208	4079	4079.000
1650	1400	6717208	4341	4341.000
1900	1200	6717208	3929	3929.000
1950	700	6717208	3797	3797.000
1350	450	6717208	5290	5290.000
1800	1400	6717208	3549	3549.000
1700	600	6717208	3926	3926.000
1900	1250	6717208	4250	4250.000
1300	600	6717208	7079	7079.000
1250	200	6717208	10405	10405.000
1650	1425	6717208	4466	4466.000
1150	500	6717208	19647	19647.000
1350	400	6717208	6140	6140.000
1450	500	6717208	3269	3269.000
1000	600	6717208	28401	28401.000
1050	500	6717208	29508	29508.000
1750	750	6717208	5132	5132.000
1850	600	6717208	4261	4261.000
1600	800	6717208	3981	3981.000
1250	700	6717208	9778	9778.000
1850	1050	6717208	3861	3861.000
1900	1150	6717208	4209	4209.000
1550	500	6717208	4909	4909.000
750	450	6717208	28973	28973.000
2000	1050	6717208	4179	4179.000
1500	850	6717208	3910	3910.000
1500	1150	6717208	2651	2651.000
1450	550	6717208	3909	3909.000
1350	0	6717208	4486	4486.000
1450	850	6717208	3210	3210.000
1550	0	6717208	2866	2866.000
2000	0	6717208	3525	3525.000
1300	100	6717208	7286	7286.000
950	725	6717208	29288	29288.000
1850	1300	6717208	4031	4031.000
1000	400	6717208	28104	28104.000
1900	1550	6717208	2803	2803.000
1600	650	6717208	3435	3435.000
1700	1400	6717208	3237	3237.000
850	300	6717208	29390	29390.000
900	200	6717208	27755	27755.000
1850	100	6717208	3563	3563.000
1250	450	6717208	8253	8253.000
900	550	6717208	31113	31113.000
950	650	6717208	30115	30115.000
1750	1300	6717208	3329	3329.000
1550	400	6717208	3442	3442.000
700	400	6717208	28295	28295.000
1050	700	6717208	28641	28641.000
1950	600	6717208	3774	3774.000
1400	600	6717208	3658	3658.000
1900	1450	6717208	4925	4925.000
1000	100	6717208	28604	28604.000
2000	300	6717208	4540	4540.000
1350	750	6717208	5358	5358.000
1450	200	6717208	4931	4931.000
1600	0	6717208	4784	4784.000
2000	900	6717208	3943	3943.000
1450	1100	6717208	3795	3795.000
1500	200	6717208	3063	3063.000
700	450	6717208	36470	36470.000
1250	950	6717208	11866	11866.000
1500	1275	6717208	3071	3071.000
1500	800	6717208	3903	3903.000
1500	1100	6717208	2971	2971.000
1950	1350	6717208	2317	2317.000
1950	1050	6717208	3981	3981.000
1150	800	6717208	18563	18563.000
1800	1100	6717208	3095	3095.000
1350	700	6717208	4893	4893.000
1650	1250	6717208	3965	3965.000
1150	925	6717208	18479	18479.000
1100	600	6717208	27393	27393.000
1500	500	6717208	3796	3796.000
1600	1150	6717208	3910	3910.000
1150	550	6717208	16922	16922.000
900	350	6717208	29049	29049.000
1200	550	6717208	12802	12802.000
1250	550	6717208	9618	9618.000
1950	1300	6717208	3472	3472.000
1550	300	6717208	4287	4287.000
1600	400	6717208	4088	4088.000
1950	400	6717208	3564	3564.000
1700	1475	6717208	5180	5180.000
1000	700	6717208	27958	27958.000
1350	1100	6717208	4219	4219.000
1800	1200	6717208	3398	3398.000
1350	200	6717208	5642	5642.000
1700	200	6717208	4210	4210.000
1650	600	6717208	3788	3788.000
1600	500	6717208	4358	4358.000
1200	450	6717208	12355	12355.000
750	525	6717208	28611	28611.000
1700	1100	6717208	2674	2674.000
1750	200	6717208	4392	4392.000
1950	500	6717208	4464	4464.000
1150	900	6717208	17965	17965.000
2000	1400	6717208	4478	4478.000
1050	825	6717208	28947	28947.000
1650	800	6717208	4590	4590.000
950	450	6717208	31554	31554.000
800	500	6717208	31269	31269.000
1850	800	6717208	5552	5552.000
1000	200	6717208	28801	28801.000
1200	975	6717208	12943	12943.000
750	500	6717208	28033	28033.000
1400	800	6717208	3885	3885.000
1450	1225	6717208	3431	3431.000
1400	500	6717208	3489	3489.000
2000	600	6717208	3875	3875.000
1950	0	6717208	3900	3900.000
1550	1150	6717208	3846	3846.000
1900	0	6717208	4663	4663.000
1950	1000	6717208	2962	2962.000
1850	1100	6717208	3347	3347.000
1150	850	6717208	18639	18639.000
1350	850	6717208	6093	6093.000
1950	1550	6717208	4066	4066.000
1750	300	6717208	4799	4799.000
1600	1100	6717208	4360	4360.000
1850	1550	6717208	4775	4775.000
1450	0	6717208	4065	4065.000
1750	1525	6717208	3845	3845.000
1450	900	6717208	3896	3896.000
1900	1100	6717208	4432	4432.000
1450	1200	6717208	3972	3972.000
1100	300	6717208	26494	26494.000
1350	800	6717208	4514	4514.000
1550	1325	6717208	4046	4046.000
1900	100	6717208	3965	3965.000
1850	900	6717208	4809	4809.000
1550	1250	6717208	4959	4959.000
1850	300	6717208	3115	3115.000
1300	400	6717208	6732	6732.000
1500	400	6717208	3007	3007.000
1800	300	6717208	3934	3934.000
1500	700	6717208	3465	3465.000
1550	1050	6717208	2275	2275.000
1750	1000	6717208	3697	3697.000
1650	850	6717208	4208	4208.000
900	450	6717208	27451	27451.000
850	350	6717208	27594	27594.000
1200	300	6717208	13350	13350.000
1600	200	6717208	3632	3632.000
1250	850	6717208	8527	8527.000
1300	450	6717208	6706	6706.000
1250	900	6717208	10366	10366.000
1650	1200	6717208	4496	4496.000
1500	750	6717208	3214	3214.000
1500	650	6717208	4684	4684.000
1400	1150	6717208	3464	3464.000
1400	550	6717208	4196	4196.000
1100	850	6717208	25814	25814.000
1850	1150	6717208	4187	4187.000
650	425	6717208	48960	48960.000
1450	1150	6717208	4758	4758.000
1650	400	6717208	3835	3835.000
950	300	6717208	26841	26841.000
600	100	6717208	78752	78752.000
1750	850	6717208	3787	3787.000
1900	400	6717208	2697	2697.000
1800	1350	6717208	3166	3166.000
1150	300	6717208	15991	15991.000
1400	1100	6717208	3438	3438.000
1650	900	6717208	3576	3576.000
1200	800	6717208	11642	11642.000
700	475	6717208	32235	32235.000
1950	900	6717208	3822	3822.000
1350	1050	6717208	5033	5033.000
1050	300	6717208	30417	30417.000
1750	1150	6717208	3372	3372.000
1300	1050	6717208	6670	6670.000
1750	1450	6717208	3445	3445.000
1600	1350	6717208	4451	4451.000
1600	1300	6717208	3009	3009.000
850	625	6717208	30951	30951.000
1650	1300	6717208	3737	3737.000
950	700	6717208	30555	30555.000
750	400	6717208	28486	28486.000
1200	100	6717208	14749	14749.000
1900	300	6717208	5121	5121.000
1800	1450	6717208	3581	3581.000
1900	500	6717208	4258	4258.000
1700	950	6717208	3515	3515.000
1300	200	6717208	6544	6544.000
2000	1550	6717208	4113	4113.000
900	400	6717208	27943	27943.000
800	450	6717208	29319	29319.000
1650	0	6717208	4885	4885.000
1400	0	6717208	4191	4191.000
1000	450	6717208	29540	29540.000
1600	750	6717208	4297	4297.000
1550	1300	6717208	3055	3055.000
1350	650	6717208	6594	6594.000
1200	950	6717208	14151	14151.000
1400	450	6717208	3461	3461.000
1900	1000	6717208	3150	3150.000
600	350	6717208	84473	84473.000
1100	550	6717208	23302	23302.000
1700	1200	6717208	5308	5308.000
1850	200	6717208	3911	3911.000
1100	100	6717208	25451	25451.000
1300	550	6717208	8592	8592.000
950	550	6717208	27938	27938.000
1750	1200	6717208	3944	3944.000
2000	1150	6717208	4478	4478.000
1250	400	6717208	9276	9276.000
950	600	6717208	29803	29803.000
750	350	6717208	28948	28948.000
1450	650	6717208	4138	4138.000
1500	950	6717208	3747	3747.000
1250	650	6717208	10331	10331.000
1450	750	6717208	3189	3189.000
1000	775	6717208	26992	26992.000
1450	950	6717208	2602	2602.000
900	650	6717208	30987	30987.000
2000	1300	6717208	3019	3019.000
1650	100	6717208	3822	3822.000
1050	450	6717208	28240	28240.000
1550	750	6717208	4600	4600.000
2000	1500	6717208	3433	3433.000
1600	1250	6717208	3259	3259.000
950	500	6717208	27767	27767.000
1300	900	6717208	7982	7982.000
650	400	6717208	47491	47491.000
1900	600	6717208	4302	4302.000
1850	1500	6717208	4195	4195.000
1250	100	6717208	8814	8814.000
850	400	6717208	30479	30479.000
850	550	6717208	28159	28159.000
1300	1000	6717208	6371	6371.000
1700	700	6717208	3874	3874.000
1750	1350	6717208	4111	4111.000
1550	650	6717208	3077	3077.000
1900	1300	6717208	3590	3590.000
600	300	6717208	84711	84711.000
1200	750	6717208	11285	11285.000
1700	400	6717208	4071	4071.000
1000	750	6717208	28654	28654.000
1400	200	6717208	4040	4040.000
1450	300	6717208	3394	3394.000
1450	600	6717208	3885	3885.000
1500	0	6717208	2891	2891.000
800	350	6717208	32232	32232.000
1500	300	6717208	3576	3576.000
1900	200	6717208	4413	4413.000
1700	0	6717208	5132	5132.000
1500	900	6717208	4630	4630.000
1750	600	6717208	3362	3362.000
950	400	6717208	30379	30379.000
1800	1000	6717208	4118	4118.000
1800	100	6717208	4215	4215.000
1700	1300	6717208	4061	4061.000
1900	900	6717208	4022	4022.000
1000	0	6717208	31151	31151.000
1750	400	6717208	5077	5077.000
1950	1500	6717208	4718	4718.000
1200	0	6717208	13283	13283.000
1050	650	6717208	29520	29520.000
1200	600	6717208	13692	13692.000
1700	1050	6717208	3512	3512.000
1750	700	6717208	3163	3163.000
1650	300	6717208	4819	4819.000
1900	800	6717208	4203	4203.000
1700	100	6717208	2932	2932.000
1550	550	6717208	3742	3742.000
800	550	6717208	26974	26974.000
800	400	6717208	27191	27191.000
1800	850	6717208	4224	4224.000
800	100	6717208	27178	27178.000
1850	400	6717208	4863	4863.000
1600	1000	6717208	3825	3825.000
1600	700	6717208	5170	5170.000
1950	1100	6717208	3825	3825.000
1400	1000	6717208	4230	4230.000
1550	1200	6717208	3880	3880.000
1800	1550	6717208	4245	4245.000
1400	400	6717208	3939	3939.000
1950	1250	6717208	2654	2654.000
1950	200	6717208	4850	4850.000
1700	800	6717208	3234	3234.000
1750	1400	6717208	4170	4170.000
2000	1600	6717208	4574	4574.000
1700	1000	6717208	4019	4019.000
1250	800	6717208	10977	10977.000
1200	500	6717208	11010	11010.000
1900	700	6717208	3572	3572.000
1700	1150	6717208	4222	4222.000
1550	950	6717208	4305	4305.000
1300	500	6717208	5914	5914.000
1450	100	6717208	3776	3776.000
1750	500	6717208	3762	3762.000
1450	400	6717208	3905	3905.000
1850	1250	6717208	2719	2719.000
700	200	6717208	32154	32154.000
2000	1200	6717208	4195	4195.000
1000	300	6717208	25700	25700.000
1650	750	6717208	4038	4038.000
1550	1100	6717208	3434	3434.000
1600	1200	6717208	4427	4427.000
1750	1500	6717208	2688	2688.000
1050	600	6717208	28195	28195.000
1750	1250	6717208	4105	4105.000
1200	650	6717208	12286	12286.000
850	450	6717208	29158	29158.000
850	600	6717208	29149	29149.000
1250	350	6717208	8845	8845.000
650	300	6717208	46709	46709.000
1700	300	6717208	4106	4106.000
1650	700	6717208	3096	3096.000
1150	600	6717208	20626	20626.000
700	300	6717208	29562	29562.000
1500	550	6717208	4884	4884.000
1100	0	6717208	27011	27011.000
1700	1350	6717208	4409	4409.000
1550	850	6717208	3124	3124.000
1400	1050	6717208	4010	4010.000
1950	950	6717208	3408	3408.000
1400	750	6717208	3980	3980.000
1100	350	6717208	24579	24579.000
1850	1350	6717208	3015	3015.000
1800	900	6717208	3907	3907.000
700	350	6717208	30524	30524.000
1150	750	6717208	21637	21637.000
1800	0	6717208	3068	3068.000
1250	500	6717208	10647	10647.000
800	300	6717208	31236	31236.000
1700	1250	6717208	3815	3815.000
1000	500	6717208	30362	30362.000
1050	750	6717208	30840	30840.000
1800	1250	6717208	3767	3767.000
1900	1400	6717208	4627	4627.000
1150	700	6717208	20199	20199.000
1800	950	6717208	3447	3447.000
2000	1450	6717208	3846	3846.000
1750	1050	6717208	2620	2620.000
